Starting Number,Stopping Time,Max Value
17118,79,97504
17119,79,260008
17120,27,17120
17121,164,395440
17122,27,25684
17123,27,77056
17124,128,17124
17125,128,51376
17126,128,38536
17127,110,329236
17128,27,17128
17129,79,208384
17130,27,25696
17131,141,250504
17132,128,21688
17133,128,51400
17134,128,57832
17135,53,494080
17136,172,17136
17137,27,51412
17138,79,164752
17139,79,164752
17140,172,17140
17141,172,51424
17142,172,43396
17143,172,115720
17144,172,32560
17145,172,65104
17146,172,32560
17147,172,146500
17148,128,97684
17149,128,97684
17150,128,293056
17151,234,9635920
17152,35,17152
17153,66,51460
17154,66,25732
17155,66,77200
17156,79,17156
17157,79,51472
17158,79,38608
17159,53,115828
17160,79,17160
17161,172,86884
17162,79,25744
17163,110,223072
17164,79,19312
17165,79,51496
17166,79,57940
17167,79,173824
17168,27,17168
17169,79,51508
17170,172,48904
17171,172,77272
17172,27,17172
17173,27,51520
17174,128,38644
17175,128,115936
17176,27,17176
17177,128,73384
17178,27,25768
17179,190,27114424
17180,79,28996
17181,79,51544
17182,79,86992
17183,141,260980
17184,27,17184
17185,79,69712
17186,27,25780
17187,27,77344
17188,27,21760
17189,27,51568
17190,27,38680
17191,141,954016
17192,27,17192
17193,79,195856
17194,27,25792
17195,66,77380
17196,66,19348
17197,66,51592
17198,66,58048
17199,66,174148
17200,27,17200
17201,66,51604
17202,66,29032
17203,66,77416
17204,27,17204
17205,27,51616
17206,172,98008
17207,172,116152
17208,110,176740
17209,79,58084
17210,110,176740
17211,66,87136
17212,110,176740
17213,110,176740
17214,172,147076
17215,172,392200
17216,35,17216
17217,27,51652
17218,172,44224
17219,172,77488
17220,79,39364
17221,79,51664
17222,79,39364
17223,128,165544
17224,79,39364
17225,79,87208
17226,79,39364
17227,79,77524
17228,79,39364
17229,79,51688
17230,79,65428
17231,79,174472
17232,35,17232
17233,172,209680
17234,172,209680
17235,172,209680
17236,35,17236
17237,35,51712
17238,141,95956
17239,141,116368
17240,172,1276936
17241,27,58192
17242,172,1276936
17243,84,314656
17244,172,1276936
17245,172,1276936
17246,79,118096
17247,79,261952
17248,53,17248
17249,141,110536
17250,53,25876
17251,53,77632
17252,53,17252
17253,53,51760
17254,53,38824
17255,234,1119472
17256,53,17256
17257,172,6810136
17258,53,25888
17259,27,77668
17260,128,32776
17261,128,51784
17262,128,58264
17263,66,196648
17264,53,17264
17265,53,51796
17266,53,29140
17267,53,77704
17268,53,17268
17269,53,51808
17270,172,43720
17271,172,116584
17272,128,41524
17273,110,560356
17274,128,41524
17275,128,166048
17276,128,65608
17277,128,65608
17278,110,897856
17279,110,897856
17280,48,17280
17281,172,51844
17282,172,27700
17283,172,77776
17284,172,83104
17285,172,83104
17286,172,83104
17287,172,116692
17288,35,17288
17289,110,110788
17290,35,25936
17291,97,599056
17292,35,19456
17293,35,51880
17294,53,58372
17295,53,175120
17296,141,17296
17297,53,51892
17298,53,43792
17299,53,77848
17300,141,17300
17301,141,51904
17302,53,38932
17303,53,116800
17304,141,17304
17305,53,58408
17306,141,25960
17307,53,197152
17308,172,49300
17309,172,51928
17310,172,87640
17311,110,899584
17312,48,17312
17313,53,51940
17314,141,25972
17315,141,77920
17316,53,32884
17317,53,51952
17318,53,38968
17319,53,131524
17320,48,17320
17321,172,374596
17322,48,25984
17323,53,77956
17324,128,24676
17325,128,51976
17326,128,58480
17327,141,175444
17328,141,17328
17329,141,51988
17330,141,29248
17331,141,77992
17332,141,17332
17333,141,52000
17334,128,65824
17335,128,117016
17336,141,17336
17337,128,58516
17338,141,26008
17339,128,87784
17340,66,166696
17341,66,166696
17342,66,166696
17343,159,750112
17344,48,17344
17345,141,52036
17346,141,49408
17347,141,78064
17348,48,17348
17349,48,52048
17350,48,39040
17351,128,117124
17352,79,17352
17353,53,87856
17354,79,26032
17355,141,78100
17356,79,19528
17357,79,52072
17358,172,400948
17359,172,400948
17360,48,17360
17361,79,52084
17362,79,74176
17363,79,78136
17364,48,17364
17365,48,52096
17366,110,281716
17367,110,281716
17368,53,17368
17369,48,58624
17370,53,26056
17371,141,131920
17372,53,29320
17373,53,52120
17374,110,250504
17375,110,263896
17376,141,17376
17377,159,634228
17378,48,26068
17379,48,78208
17380,53,20896
17381,53,52144
17382,53,39112
17383,53,198016
17384,141,17384
17385,84,1268944
17386,141,26080
17387,84,237976
17388,185,225988
17389,185,225988
17390,185,225988
17391,84,297160
17392,141,24784
17393,141,52180
17394,203,190996
17395,203,190996
17396,141,24784
17397,141,52192
17398,203,190996
17399,203,190996
17400,79,74356
17401,79,111508
17402,79,74356
17403,203,190996
17404,79,223072
17405,79,223072
17406,110,952864
17407,110,2007664
17408,22,17408
17409,172,52228
17410,172,26116
17411,172,78352
17412,141,17412
17413,141,52240
17414,141,39184
17415,172,117556
17416,141,17416
17417,141,88180
17418,141,26128
17419,141,78388
17420,141,19600
17421,141,52264
17422,110,58804
17423,110,176416
17424,48,17424
17425,141,52276
17426,141,44116
17427,141,78424
17428,48,17428
17429,48,52288
17430,141,39220
17431,141,117664
17432,48,17432
17433,110,59668
17434,48,26152
17435,159,8153620
17436,172,29428
17437,172,52312
17438,172,88288
17439,154,3818500
17440,48,17440
17441,172,55888
17442,48,26164
17443,48,78496
17444,141,22084
17445,141,52336
17446,141,39256
17447,172,132496
17448,48,17448
17449,110,198772
17450,48,26176
17451,141,78532
17452,141,19636
17453,141,52360
17454,141,58912
17455,79,176740
17456,48,17456
17457,141,52372
17458,141,29464
17459,141,78568
17460,48,17460
17461,48,52384
17462,128,149200
17463,128,149200
17464,141,17464
17465,53,58948
17466,141,26200
17467,53,88432
17468,141,44224
17469,141,52408
17470,141,132676
17471,141,398032
17472,35,17472
17473,141,52420
17474,141,26212
17475,141,78640
17476,48,17476
17477,48,52432
17478,48,39328
17479,172,117988
17480,110,95956
17481,53,88504
17482,110,95956
17483,48,78676
17484,110,95956
17485,110,95956
17486,110,95956
17487,110,177064
17488,35,17488
17489,110,95956
17490,53,112084
17491,53,112084
17492,35,17492
17493,35,52480
17494,48,39364
17495,48,118096
17496,79,17496
17497,79,59056
17498,79,26248
17499,110,224260
17500,79,29536
17501,79,52504
17502,53,189268
17503,53,265840
17504,35,17504
17505,79,66472
17506,79,26260
17507,79,78784
17508,79,17508
17509,79,52528
17510,79,39400
17511,128,336616
17512,35,17512
17513,79,133000
17514,35,26272
17515,203,269728
17516,216,250504
17517,216,250504
17518,216,250504
17519,79,224512
17520,79,17520
17521,35,52564
17522,66,94768
17523,66,94768
17524,79,17524
17525,79,52576
17526,48,44368
17527,48,118312
17528,79,22192
17529,66,99844
17530,79,26296
17531,66,88756
17532,79,66580
17533,79,66580
17534,79,199744
17535,66,599236
17536,97,17536
17537,102,84292
17538,141,26308
17539,141,78928
17540,141,17540
17541,141,52624
17542,141,39472
17543,79,118420
17544,141,17544
17545,216,505924
17546,141,26320
17547,203,144340
17548,141,19744
17549,141,52648
17550,141,59236
17551,141,177712
17552,141,17552
17553,141,52660
17554,141,44440
17555,141,79000
17556,141,17556
17557,141,52672
17558,141,39508
17559,141,118528
17560,141,17560
17561,141,59272
17562,141,26344
17563,102,320488
17564,172,33352
17565,172,52696
17566,172,88936
17567,79,675376
17568,97,17568
17569,172,126664
17570,141,26356
17571,141,79072
17572,141,50056
17573,141,52720
17574,141,50056
17575,102,225232
17576,97,17576
17577,247,975400
17578,97,26368
17579,141,79108
17580,128,19780
17581,128,52744
17582,128,59344
17583,128,178036
17584,35,17584
17585,128,52756
17586,128,42280
17587,128,79144
17588,35,17588
17589,35,52768
17590,128,84544
17591,128,118744
17592,35,17592
17593,247,481624
17594,35,26392
17595,247,481624
17596,102,67768
17597,102,67768
17598,102,133648
17599,141,400948
17600,97,17600
17601,79,52804
17602,79,33424
17603,79,79216
17604,141,17604
17605,141,52816
17606,141,39616
17607,79,118852
17608,141,17608
17609,48,89152
17610,141,26416
17611,48,79252
17612,141,19816
17613,141,52840
17614,79,150496
17615,79,178360
17616,97,17616
17617,79,52852
17618,79,66904
17619,79,79288
17620,97,17620
17621,97,52864
17622,53,39652
17623,53,118960
17624,53,25108
17625,141,59488
17626,53,26440
17627,53,133864
17628,53,29752
17629,53,52888
17630,53,100420
17631,53,267784
17632,48,17632
17633,154,225988
17634,97,26452
17635,97,79360
17636,79,80512
17637,79,80512
17638,79,80512
17639,79,200932
17640,48,17640
17641,141,133972
17642,48,26464
17643,53,113056
17644,48,22336
17645,48,52936
17646,48,59560
17647,278,11003416
17648,48,17648
17649,48,52948
17650,141,50272
17651,141,79432
17652,48,17652
17653,48,52960
17654,123,44692
17655,123,119176
17656,172,190996
17657,123,67048
17658,172,190996
17659,128,305908
17660,172,190996
17661,172,190996
17662,123,381976
17663,123,905416
17664,22,17664
17665,79,52996
17666,79,37744
17667,79,79504
17668,97,17668
17669,97,53008
17670,97,39760
17671,79,119284
17672,79,17672
17673,278,497176
17674,79,26512
17675,79,79540
17676,79,19888
17677,79,53032
17678,79,59668
17679,79,179008
17680,97,17680
17681,79,53044
17682,141,75544
17683,141,79576
17684,97,17684
17685,97,53056
17686,79,39796
17687,79,119392
17688,97,17688
17689,79,59704
17690,97,26536
17691,154,6980632
17692,79,85048
17693,79,85048
17694,79,89584
17695,79,268756
17696,141,17696
17697,97,53092
17698,48,26548
17699,48,79648
17700,48,22408
17701,48,53104
17702,48,39832
17703,79,134440
17704,141,17704
17705,79,201688
17706,141,26560
17707,48,79684
17708,97,19924
17709,97,53128
17710,97,59776
17711,79,179332
17712,141,17712
17713,110,53140
17714,110,45520
17715,110,79720
17716,141,17716
17717,141,53152
17718,79,255472
17719,79,255472
17720,123,345544
17721,79,113560
17722,123,345544
17723,97,89728
17724,123,345544
17725,123,345544
17726,79,227176
17727,79,403864
17728,22,17728
17729,141,53188
17730,172,182068
17731,172,182068
17732,141,18952
17733,141,53200
17734,141,39904
17735,110,227284
17736,79,95956
17737,48,89800
17738,79,95956
17739,141,79828
17740,79,95956
17741,79,95956
17742,79,75796
17743,79,179656
17744,22,17744
17745,79,170584
17746,172,575728
17747,172,575728
17748,22,17748
17749,22,53248
17750,97,39940
17751,97,119824
17752,97,17752
17753,172,59920
17754,97,26632
17755,172,134836
17756,97,29968
17757,97,53272
17758,172,89908
17759,172,269728
17760,35,17760
17761,172,67444
17762,185,250504
17763,185,250504
17764,185,250504
17765,185,250504
17766,185,250504
17767,79,455380
17768,35,17768
17769,71,134944
17770,35,26656
17771,71,79972
17772,97,33748
17773,97,53320
17774,97,59992
17775,71,202480
17776,35,17776
17777,35,53332
17778,185,250504
17779,185,250504
17780,35,17780
17781,35,53344
17782,71,45016
17783,71,120040
17784,185,250504
17785,172,384640
17786,185,250504
17787,185,250504
17788,185,250504
17789,185,250504
17790,71,486952
17791,71,607984
17792,48,17792
17793,172,144340
17794,35,26692
17795,35,80080
17796,71,17796
17797,71,53392
17798,71,40048
17799,35,120148
17800,141,17800
17801,71,101392
17802,141,26704
17803,71,80116
17804,141,20032
17805,141,53416
17806,97,60100
17807,97,180304
17808,141,17808
17809,97,53428
17810,97,45088
17811,97,80152
17812,141,17812
17813,141,53440
17814,97,40084
17815,97,120256
17816,141,17816
17817,97,60136
17818,141,26728
17819,71,202984
17820,97,114208
17821,97,114208
17822,97,114208
17823,172,1951288
17824,48,17824
17825,97,53476
17826,48,26740
17827,48,80224
17828,48,33856
17829,48,53488
17830,48,40120
17831,53,135412
17832,48,17832
17833,53,304720
17834,48,26752
17835,97,80260
17836,48,20068
17837,48,53512
17838,48,60208
17839,216,695464
17840,97,17840
17841,141,53524
17842,141,30112
17843,141,80296
17844,97,17844
17845,97,53536
17846,71,67768
17847,71,120472
17848,97,17848
17849,141,60244
17850,97,26776
17851,71,90376
17852,48,50848
17853,48,53560
17854,48,135592
17855,123,2316760
17856,48,17856
17857,97,53572
17858,97,85840
17859,97,85840
17860,48,17860
17861,48,53584
17862,48,40192
17863,97,120580
17864,141,17864
17865,141,90448
17866,141,26800
17867,123,80404
17868,141,20104
17869,141,53608
17870,110,1100608
17871,110,1100608
17872,48,17872
17873,141,53620
17874,97,85912
17875,97,85912
17876,48,17876
17877,48,53632
17878,123,50920
17879,123,120688
17880,48,17880
17881,48,60352
17882,48,26824
17883,141,135808
17884,48,30184
17885,48,53656
17886,154,619648
17887,154,619648
17888,92,17888
17889,123,103336
17890,48,26836
17891,48,80512
17892,97,86020
17893,97,86020
17894,97,86020
17895,123,203848
17896,92,17896
17897,216,2480056
17898,92,26848
17899,123,774196
17900,141,22660
17901,141,53704
17902,141,60424
17903,97,305908
17904,92,17904
17905,92,53716
17906,141,34000
17907,141,80584
17908,92,17908
17909,92,53728
17910,97,76516
17911,97,120904
17912,141,51028
17913,97,68020
17914,141,51028
17915,97,102040
17916,141,153088
17917,141,153088
17918,247,497176
17919,247,1377808
17920,22,17920
17921,92,53764
17922,48,26884
17923,48,80656
17924,48,17924
17925,48,53776
17926,48,40336
17927,92,121012
17928,48,17928
17929,216,6810136
17930,48,26896
17931,48,80692
17932,48,20176
17933,48,53800
17934,141,60532
17935,141,181600
17936,48,17936
17937,48,53812
17938,53,45412
17939,53,80728
17940,48,17940
17941,48,53824
17942,141,40372
17943,141,121120
17944,48,17944
17945,141,60568
17946,48,26920
17947,154,560356
17948,48,30292
17949,48,53848
17950,48,90880
17951,141,272644
17952,48,17952
17953,92,53860
17954,48,26932
17955,48,80800
17956,92,25576
17957,92,53872
17958,92,40408
17959,92,136384
17960,48,17960
17961,92,517912
17962,48,26944
17963,48,80836
17964,185,138400
17965,185,138400
17966,185,138400
17967,185,777112
17968,48,17968
17969,185,138400
17970,185,138400
17971,185,138400
17972,48,17972
17973,48,53920
17974,92,345544
17975,92,345544
17976,79,17976
17977,48,60676
17978,79,26968
17979,141,91024
17980,79,45520
17981,79,53944
17982,141,136564
17983,141,409696
17984,48,17984
17985,79,53956
17986,79,26980
17987,79,80944
17988,48,17988
17989,48,53968
17990,48,40480
17991,141,121444
17992,48,17992
17993,185,91096
17994,48,26992
17995,48,80980
17996,48,20248
17997,48,53992
17998,185,129760
17999,185,182248
18000,48,18000
18001,141,54004
18002,141,102544
18003,141,102544
18004,48,18004
18005,48,54016
18006,79,40516
18007,79,121552
18008,40,18008
18009,79,60784
18010,40,27016
18011,66,153880
18012,40,30400
18013,40,54040
18014,79,91204
18015,79,273616
18016,48,18016
18017,40,68416
18018,40,27028
18019,40,81088
18020,40,18020
18021,40,54064
18022,40,40552
18023,92,584656
18024,48,18024
18025,66,136888
18026,48,27040
18027,79,81124
18028,92,61720
18029,92,61720
18030,92,61720
18031,92,205396
18032,141,21688
18033,48,54100
18034,40,30436
18035,40,81160
18036,141,21688
18037,141,54112
18038,40,45664
18039,40,121768
18040,141,22840
18041,141,102760
18042,141,27064
18043,40,91348
18044,154,250504
18045,154,250504
18046,154,250504
18047,97,1040740
18048,22,18048
18049,66,494080
18050,48,27076
18051,48,81232
18052,185,32560
18053,185,54160
18054,185,40624
18055,185,121876
18056,40,18056
18057,97,1482784
18058,40,27088
18059,185,81268
18060,40,20320
18061,40,54184
18062,185,146500
18063,185,182896
18064,40,18064
18065,48,54196
18066,48,45736
18067,48,81304
18068,40,18068
18069,40,54208
18070,40,40660
18071,40,121984
18072,40,18072
18073,92,61000
18074,40,27112
18075,185,742120
18076,92,34324
18077,92,54232
18078,92,91528
18079,185,521296
18080,22,18080
18081,92,54244
18082,185,48904
18083,185,81376
18084,185,77272
18085,185,77272
18086,185,77272
18087,92,154528
18088,22,18088
18089,185,695464
18090,22,27136
18091,141,81412
18092,92,28996
18093,92,54280
18094,92,61072
18095,141,183220
18096,40,18096
18097,48,54292
18098,48,30544
18099,48,81448
18100,40,18100
18101,40,54304
18102,92,69712
18103,92,122200
18104,40,18104
18105,40,61108
18106,40,27160
18107,40,91672
18108,40,45844
18109,40,54328
18110,40,137536
18111,40,412612
18112,66,18112
18113,40,54340
18114,79,58048
18115,79,81520
18116,66,18116
18117,66,54352
18118,66,40768
18119,40,122308
18120,66,18120
18121,40,91744
18122,66,27184
18123,185,98008
18124,66,20392
18125,66,54376
18126,92,392020
18127,92,392020
18128,66,18128
18129,123,176740
18130,123,176740
18131,123,176740
18132,66,18132
18133,66,54400
18134,48,40804
18135,48,122416
18136,92,39364
18137,92,61216
18138,92,39364
18139,185,137752
18140,92,39364
18141,92,54424
18142,92,103336
18143,92,275560
18144,66,18144
18145,92,155032
18146,66,27220
18147,66,81664
18148,66,18148
18149,66,54448
18150,66,40840
18151,185,662416
18152,66,18152
18153,92,137860
18154,66,27232
18155,185,209680
18156,185,1276936
18157,185,1276936
18158,185,1276936
18159,97,465424
18160,66,18160
18161,66,54484
18162,97,314656
18163,97,314656
18164,66,18164
18165,66,54496
18166,92,118096
18167,92,122632
18168,66,34504
18169,66,68992
18170,66,34504
18171,154,155248
18172,185,1276936
18173,185,1276936
18174,185,1276936
18175,97,1048120
18176,110,18176
18177,66,54532
18178,141,32776
18179,141,81808
18180,141,41524
18181,141,54544
18182,141,41524
18183,141,122740
18184,141,65608
18185,79,196648
18186,141,65608
18187,66,81844
18188,141,65608
18189,141,65608
18190,141,61396
18191,141,184192
18192,22,18192
18193,141,65608
18194,123,560356
18195,123,560356
18196,22,18196
18197,22,54592
18198,123,897856
18199,123,897856
18200,22,18200
18201,123,897856
18202,22,27304
18203,247,5314408
18204,185,83104
18205,185,83104
18206,185,92176
18207,185,276532
18208,61,18208
18209,48,54628
18210,154,27316
18211,154,81952
18212,154,23056
18213,154,54640
18214,154,40984
18215,110,599056
18216,61,18216
18217,48,207520
18218,61,27328
18219,154,81988
18220,61,20500
18221,61,54664
18222,61,61504
18223,66,184516
18224,61,18224
18225,61,54676
18226,61,30760
18227,61,82024
18228,61,18228
18229,61,54688
18230,154,103840
18231,154,123064
18232,154,25972
18233,185,61540
18234,154,27352
18235,61,92320
18236,154,46168
18237,154,54712
18238,66,155824
18239,66,415528
18240,110,18240
18241,61,54724
18242,61,27364
18243,61,82096
18244,61,18244
18245,61,54736
18246,61,41056
18247,185,374596
18248,154,18248
18249,141,92392
18250,154,27376
18251,61,82132
18252,154,20536
18253,154,54760
18254,154,69316
18255,154,184840
18256,110,18256
18257,154,54772
18258,66,156004
18259,66,156004
18260,110,18260
18261,110,54784
18262,154,41092
18263,154,123280
18264,61,18264
18265,61,61648
18266,61,27400
18267,79,296296
18268,61,30832
18269,61,54808
18270,61,92500
18271,61,277504
18272,35,18272
18273,154,78064
18274,35,27412
18275,35,82240
18276,35,18276
18277,35,54832
18278,35,41128
18279,172,1054132
18280,35,18280
18281,92,138832
18282,35,27424
18283,92,82276
18284,61,34720
18285,61,54856
18286,61,61720
18287,185,400948
18288,35,18288
18289,35,54868
18290,66,30868
18291,66,82312
18292,35,18292
18293,35,54880
18294,66,46312
18295,66,123496
18296,123,250504
18297,61,156328
18298,123,250504
18299,154,131920
18300,123,250504
18301,123,250504
18302,92,593728
18303,92,625480
18304,110,18304
18305,61,54916
18306,154,27460
18307,154,82384
18308,154,26080
18309,154,54928
18310,154,41200
18311,154,123604
18312,110,18312
18313,66,104308
18314,110,27472
18315,97,237976
18316,110,20608
18317,110,54952
18318,198,225988
18319,198,225988
18320,154,18320
18321,154,54964
18322,154,46384
18323,154,82456
18324,154,18324
18325,154,54976
18326,35,41236
18327,35,123712
18328,154,18328
18329,35,61864
18330,154,27496
18331,92,208816
18332,92,223072
18333,92,223072
18334,92,223072
18335,92,313288
18336,110,18336
18337,35,55012
18338,154,27508
18339,154,82528
18340,154,39184
18341,154,55024
18342,154,41272
18343,167,176308
18344,110,18344
18345,123,1357288
18346,110,27520
18347,154,88180
18348,123,58804
18349,123,58804
18350,123,61936
18351,154,185812
18352,61,18352
18353,110,55060
18354,110,30976
18355,110,82600
18356,61,18356
18357,61,55072
18358,61,69712
18359,61,123928
18360,61,18360
18361,61,61972
18362,61,27544
18363,61,92968
18364,172,8153620
18365,172,8153620
18366,172,8153620
18367,123,470752
18368,48,18368
18369,61,55108
18370,185,55888
18371,185,82672
18372,110,18372
18373,110,55120
18374,110,41344
18375,61,124036
18376,61,18376
18377,154,93040
18378,61,27568
18379,61,82708
18380,61,20680
18381,61,55144
18382,61,104704
18383,61,186136
18384,48,18384
18385,61,55156
18386,92,176740
18387,92,176740
18388,48,18388
18389,48,55168
18390,154,78568
18391,154,124144
18392,154,44224
18393,110,62080
18394,154,44224
18395,141,149200
18396,154,44224
18397,154,55192
18398,66,157192
18399,66,279448
18400,48,18400
18401,123,283336
18402,48,27604
18403,48,82816
18404,61,18404
18405,61,55216
18406,61,41416
18407,154,209680
18408,48,18408
18409,66,235924
18410,48,27616
18411,123,255472
18412,123,95956
18413,123,95956
18414,123,95956
18415,66,314656
18416,61,39364
18417,48,55252
18418,123,95956
18419,123,95956
18420,61,39364
18421,61,55264
18422,123,95956
18423,123,124360
18424,61,118096
18425,66,112084
18426,61,118096
18427,167,1702276
18428,154,1276936
18429,154,1276936
18430,154,1276936
18431,154,6810136
18432,30,18432
18433,92,55300
18434,48,27652
18435,48,82960
18436,48,18436
18437,48,55312
18438,48,41488
18439,48,124468
18440,110,18440
18441,92,93364
18442,110,27664
18443,48,82996
18444,110,20752
18445,110,55336
18446,48,62260
18447,48,186784
18448,154,18448
18449,110,55348
18450,229,250504
18451,229,250504
18452,154,18452
18453,154,55360
18454,110,41524
18455,110,124576
18456,154,18456
18457,79,94768
18458,154,27688
18459,79,315412
18460,92,31156
18461,92,55384
18462,92,93472
18463,61,280420
18464,35,18464
18465,92,55396
18466,154,27700
18467,154,83104
18468,110,23380
18469,110,55408
18470,110,41560
18471,92,199744
18472,35,18472
18473,92,210436
18474,35,27712
18475,154,83140
18476,154,20788
18477,154,55432
18478,154,62368
18479,92,187108
18480,35,18480
18481,154,55444
18482,154,31192
18483,154,83176
18484,35,18484
18485,35,55456
18486,92,899584
18487,92,899584
18488,154,18488
18489,154,62404
18490,154,27736
18491,154,93616
18492,154,46816
18493,154,55480
18494,185,399976
18495,185,421360
18496,35,18496
18497,185,55492
18498,185,33352
18499,185,83248
18500,35,18500
18501,35,55504
18502,35,41632
18503,185,150064
18504,110,18504
18505,92,675376
18506,110,27760
18507,35,83284
18508,110,20824
18509,110,55528
18510,154,70288
18511,154,187432
18512,35,18512
18513,110,55540
18514,260,975400
18515,260,975400
18516,35,18516
18517,35,55552
18518,48,41668
18519,48,125008
18520,110,18520
18521,48,62512
18522,110,27784
18523,141,534112
18524,110,31264
18525,110,55576
18526,141,93796
18527,141,281392
18528,35,18528
18529,141,84544
18530,110,27796
18531,110,83392
18532,110,18532
18533,110,55600
18534,110,41704
18535,92,400840
18536,35,18536
18537,115,140776
18538,35,27808
18539,154,400948
18540,92,79216
18541,92,79216
18542,92,79216
18543,167,1465108
18544,61,18544
18545,35,55636
18546,154,31300
18547,154,83464
18548,61,18548
18549,61,55648
18550,154,46960
18551,154,125224
18552,61,23488
18553,61,118888
18554,61,27832
18555,92,150496
18556,92,70468
18557,92,70468
18558,92,211408
18559,141,634228
18560,123,18560
18561,110,55684
18562,61,27844
18563,61,83536
18564,61,18564
18565,61,55696
18566,61,41776
18567,66,125332
18568,35,18568
18569,66,237976
18570,35,27856
18571,66,100420
18572,35,20896
18573,35,55720
18574,167,225988
18575,167,225988
18576,185,190996
18577,92,80512
18578,92,80512
18579,92,83608
18580,185,190996
18581,185,190996
18582,35,41812
18583,35,125440
18584,185,190996
18585,61,62728
18586,185,190996
18587,61,211732
18588,61,35296
18589,61,55768
18590,61,94120
18591,154,2035348
18592,123,18592
18593,154,79432
18594,185,190996
18595,185,190996
18596,136,67048
18597,136,67048
18598,136,67048
18599,260,2480056
18600,123,18600
18601,92,804544
18602,123,27904
18603,185,190996
18604,35,20932
18605,35,55816
18606,35,62800
18607,136,905416
18608,154,18608
18609,92,55828
18610,92,31408
18611,92,83752
18612,154,18612
18613,154,55840
18614,92,119284
18615,92,125656
18616,154,18616
18617,92,62836
18618,154,27928
18619,92,94264
18620,92,59668
18621,92,59668
18622,92,141424
18623,92,424276
18624,123,18624
18625,110,55876
18626,110,35368
18627,110,83824
18628,154,18628
18629,154,55888
18630,154,41920
18631,92,125764
18632,154,18632
18633,154,94336
18634,154,27952
18635,92,85048
18636,154,20968
18637,154,55912
18638,92,179152
18639,92,188728
18640,123,18640
18641,61,55924
18642,61,70792
18643,61,83896
18644,123,18644
18645,123,55936
18646,61,41956
18647,61,125872
18648,110,59776
18649,110,62944
18650,110,59776
18651,92,201688
18652,110,59776
18653,110,59776
18654,92,119536
18655,92,283336
18656,35,18656
18657,92,538000
18658,123,27988
18659,123,83968
18660,136,345544
18661,136,345544
18662,136,345544
18663,92,212596
18664,35,18664
18665,92,255472
18666,35,28000
18667,154,106324
18668,35,23632
18669,35,56008
18670,35,63016
18671,185,9198520
18672,35,18672
18673,35,56020
18674,154,53188
18675,154,84040
18676,35,18676
18677,35,56032
18678,154,47284
18679,154,126088
18680,92,95956
18681,154,70936
18682,92,95956
18683,123,359152
18684,92,106432
18685,92,106432
18686,61,319300
18687,61,957904
18688,123,18688
18689,35,56068
18690,185,575728
18691,185,575728
18692,61,18692
18693,61,56080
18694,61,42064
18695,185,575728
18696,61,18696
18697,35,94660
18698,61,28048
18699,110,84148
18700,61,21040
18701,61,56104
18702,110,63124
18703,110,189376
18704,61,18704
18705,61,56116
18706,185,269728
18707,185,269728
18708,61,18708
18709,61,56128
18710,198,250504
18711,198,250504
18712,61,18712
18713,198,250504
18714,61,28072
18715,92,479680
18716,48,31588
18717,48,56152
18718,48,94768
18719,84,284308
18720,61,18720
18721,48,56164
18722,48,28084
18723,48,84256
18724,48,23704
18725,48,56176
18726,48,42136
18727,48,142216
18728,61,18728
18729,198,250504
18730,61,28096
18731,84,84292
18732,61,21076
18733,61,56200
18734,61,63232
18735,48,189700
18736,61,18736
18737,61,56212
18738,61,31624
18739,61,84328
18740,61,18740
18741,61,56224
18742,185,144340
18743,185,144340
18744,154,18744
18745,48,80080
18746,154,28120
18747,154,94912
18748,154,47464
18749,154,56248
18750,48,360448
18751,48,427192
18752,123,18752
18753,61,56260
18754,110,60100
18755,110,84400
18756,154,18756
18757,154,56272
18758,154,42208
18759,229,540916
18760,154,26728
18761,110,94984
18762,154,28144
18763,154,84436
18764,154,26728
18765,154,56296
18766,110,120256
18767,110,190024
18768,123,18768
18769,84,202984
18770,84,240568
18771,84,240568
18772,123,18772
18773,123,56320
18774,61,42244
18775,61,126736
18776,110,18776
18777,61,63376
18778,110,28168
18779,61,142612
18780,110,31696
18781,110,56344
18782,61,95092
18783,61,285280
18784,123,18784
18785,66,304720
18786,110,28180
18787,110,84544
18788,110,18788
18789,110,56368
18790,110,42280
18791,229,481624
18792,123,18792
18793,110,142720
18794,123,28192
18795,154,84580
18796,84,67768
18797,84,67768
18798,84,67768
18799,110,214144
18800,123,18800
18801,123,56404
18802,61,50848
18803,61,84616
18804,123,18804
18805,123,56416
18806,61,135592
18807,61,135592
18808,61,23812
18809,136,2316760
18810,61,28216
18811,110,95236
18812,61,71440
18813,61,71440
18814,110,214324
18815,110,642976
18816,123,18816
18817,154,56452
18818,61,28228
18819,61,84688
18820,61,18820
18821,61,56464
18822,61,42352
18823,61,127060
18824,35,18824
18825,123,1100608
18826,35,28240
18827,154,84724
18828,35,21184
18829,35,56488
18830,61,63556
18831,61,190672
18832,35,18832
18833,105,56500
18834,105,47680
18835,105,84760
18836,35,18836
18837,35,56512
18838,105,42388
18839,105,127168
18840,35,18840
18841,105,63592
18842,35,28264
18843,167,619648
18844,61,80512
18845,61,80512
18846,61,95416
18847,136,515860
18848,123,18848
18849,110,86020
18850,154,28276
18851,154,84832
18852,154,35800
18853,154,56560
18854,154,42424
18855,105,143188
18856,123,18856
18857,61,322216
18858,123,28288
